Gamer Name,Real Name,Country,URL
Bruninho,Bruno Rodrigues,Brazil,https://www.hltv.org/player/20577/bruninho
brutmonster,Adin Husić,Bosnia and Herzegovina,https://www.hltv.org/player/21783/brutmonster
bryle,Bryle Enzo Dayao,Philippines,https://www.hltv.org/player/23852/bryle
brzer,Benjamin Jensen,Denmark,https://www.hltv.org/player/20299/brzer
bsd,Lucas Luan,Brazil,https://www.hltv.org/player/21099/bsd
bsover,Oliwer Ekbäck,Sweden,https://www.hltv.org/player/22380/bsover
bt0,Fillipe Moreno,Brazil,https://www.hltv.org/player/2531/bt0
BTN,Cătălin-Ionuț Stănescu,Romania,https://www.hltv.org/player/1206/btn
bubazwer,Mario Janković,Serbia,https://www.hltv.org/player/23663/bubazwer
Bubzy,Terry L.,China,https://www.hltv.org/player/23980/bubzy
buda,Nicolás Kramer,Argentina,https://www.hltv.org/player/20607/buda
Buddy,-,Brazil,https://www.hltv.org/player/24300/buddy
buhnny,Anna Cheung,United States,https://www.hltv.org/player/22890/buhnny
Bukhavez,Jonas Vestergaard,Denmark,https://www.hltv.org/player/23334/bukhavez
BulleT,Syed Sameer Ul Hassan,Pakistan,https://www.hltv.org/player/22456/bullet
Bumb1e,Isaac Wade,Australia,https://www.hltv.org/player/23962/bumb1e
Bungee,April Haight,United States,https://www.hltv.org/player/18999/bungee
buNNy,Sigurd Fritzbøger,Denmark,https://www.hltv.org/player/20249/bunny
BuNTz,Chintan Shukla,India,https://www.hltv.org/player/24074/buntz
Burmylov,Denys Buraga,Ukraine,https://www.hltv.org/player/22904/burmylov
burnz,Ruan Roux,South Africa,https://www.hltv.org/player/23176/burnz
buster,Timur Tulepov,Kazakhstan,https://www.hltv.org/player/11942/buster
Buster,Vyacheslav Leontiev,Russia,https://www.hltv.org/player/21450/buster
Buzz,Christian Andersen,Denmark,https://www.hltv.org/player/20941/buzz
Bwills,Brendan Williams,United States,https://www.hltv.org/player/16647/bwills
byali,Paweł Bieliński,Poland,https://www.hltv.org/player/5386/byali
Byfield,Alex Byfield,United Kingdom,https://www.hltv.org/player/13428/byfield
Bymas,Aurimas Pipiras,Lithuania,https://www.hltv.org/player/19015/bymas
byr9,Yaroslav Buryak,Ukraine,https://www.hltv.org/player/19590/byr9
BZA,Junchi Yang,China,https://www.hltv.org/player/22000/bza
BøghmagiC,Jon Bøgh,Denmark,https://www.hltv.org/player/23104/bghmagic
C0FFE3,Mehran Ataei,United States,https://www.hltv.org/player/24342/c0ffe3
c0ldhurt,Vladislava Vorona,Lithuania,https://www.hltv.org/player/23439/c0ldhurt
c0llins,Luka Živanović,Serbia,https://www.hltv.org/player/13026/c0llins
C4LLM3SU3,Qihao Su,China,https://www.hltv.org/player/23100/c4llm3su3
C4rlito,Mohammed Ilyas,United Arab Emirates,https://www.hltv.org/player/14353/c4rlito
Cabbi,Casper Jensen,Denmark,https://www.hltv.org/player/16723/cabbi
CacaNito,Aleksandar Kjulukoski,North Macedonia,https://www.hltv.org/player/18790/cacanito
cadiaN,Casper Møller,Denmark,https://www.hltv.org/player/7964/cadian
CagXD,Marius Michailov,Lithuania,https://www.hltv.org/player/13927/cagxd
caike,Caike Costa,Brazil,https://www.hltv.org/player/10563/caike
cairne,Artem Mushynskyi,Ukraine,https://www.hltv.org/player/24283/cairne
CAJUN,Andrew Guidroz,United States,https://www.hltv.org/player/20273/cajun
calamity,Stanley Chiu,Canada,https://www.hltv.org/player/14744/calamity
Caleyy,Ensar Ersuzi,Kosovo,https://www.hltv.org/player/21108/caleyy
Calix,Dwight Nguyen,Vietnam,https://www.hltv.org/player/21127/calix
callum_murray,Callum Hardy,Australia,https://www.hltv.org/player/18346/callum-murray
Calyx,Buğra Arkın,Turkey,https://www.hltv.org/player/8575/calyx
cAmyy,Camila Natale,Brazil,https://www.hltv.org/player/9241/camyy
cand1d,Wing Yan Ng,Hong Kong,https://www.hltv.org/player/24038/cand1d
CANNIBAL,Vicky Rich,United States,https://www.hltv.org/player/23976/cannibal
capseN,Lukáš Koláčný,Czech Republic,https://www.hltv.org/player/16435/capsen
captainMo,Ke Liu,China,https://www.hltv.org/player/5187/captainmo
Cara de Banana,Giovanna Cimetta,Brazil,https://www.hltv.org/player/23063/cara-de-banana
card,Cauã Cardoso,Brazil,https://www.hltv.org/player/20029/card
carN,Timothy Adams,United States,https://www.hltv.org/player/17210/carn
carua,Wang Yulong,China,https://www.hltv.org/player/24386/carua
casey,Mariusz Jarząb,Poland,https://www.hltv.org/player/20349/casey
cass1n,Cássio Santos,Brazil,https://www.hltv.org/player/20185/cass1n
castrz,Tobías Castro Flores,Argentina,https://www.hltv.org/player/23780/castrz
Catastr0phE,Vasu Raghuvanshi,India,https://www.hltv.org/player/23617/catastr0phe
catf1sh,Paul Rötting,Germany,https://www.hltv.org/player/24255/catf1sh
cbass,Sebastian Bentancor,Uruguay,https://www.hltv.org/player/21749/cbass
cej0t,Jan Dyl,Poland,https://www.hltv.org/player/22702/cej0t
CEKKA,Server Kerimov,Uzbekistan,https://www.hltv.org/player/742/cekka
Celelo,Celeste Lopergolo,Argentina,https://www.hltv.org/player/23512/celelo
Celia,Cecelia Caton,United States,https://www.hltv.org/player/24132/celia
Cellax,Marcella Ferreira,Brazil,https://www.hltv.org/player/21042/cellax
cerber,Serdar Mahmuti,Kosovo,https://www.hltv.org/player/18119/cerber
cerolzin,Diogo Terto,Brazil,https://www.hltv.org/player/22404/cerolzin
CeRq,Tsvetelin Dimitrov,Bulgaria,https://www.hltv.org/player/11219/cerq
Cha0s,Adrian Zielinski,United Kingdom,https://www.hltv.org/player/22738/cha0s
chahd0nJ,Fares Chahed,Tunisia,https://www.hltv.org/player/11180/chahd0nj
Cham,Charlie Ahlm,Sweden,https://www.hltv.org/player/22265/cham
Champ,Frankie Miranda,United States,https://www.hltv.org/player/14496/champ
ChAmP,Anirudh Aurange,India,https://www.hltv.org/player/23423/champ
CHANKY,Bogdan Șerban,Romania,https://www.hltv.org/player/16548/chanky
CHarisma,Askar Kozhagulov,Kazakhstan,https://www.hltv.org/player/17791/charisma
chawzyyy,Hugo Günther,Sweden,https://www.hltv.org/player/19021/chawzyyy
chayJESUS,Richard Seidy,Brazil,https://www.hltv.org/player/20026/chayjesus
cheeseball,David Shiell,Australia,https://www.hltv.org/player/16031/cheeseball
CHEHOL,Nikita Sadovsky,Russia,https://www.hltv.org/player/12249/chehol
chelleos,Michael Hawkins,New Zealand,https://www.hltv.org/player/12877/chelleos
chelo,Marcelo Cespedes,Brazil,https://www.hltv.org/player/10566/chelo
Chels,Chelsea Freitas,Canada,https://www.hltv.org/player/23519/chels
chengking,Shengxuan Zu,China,https://www.hltv.org/player/24304/chengking
Cher1on,Antal Lubbers,Netherlands,https://www.hltv.org/player/24291/cher1on
cHeuuuuk,Pierrick Riotte,France,https://www.hltv.org/player/21331/cheuuuuk
chigen,Casey Glerb,Hong Kong,https://www.hltv.org/player/23390/chigen
ChildKing,Junhao Peng,China,https://www.hltv.org/player/19681/childking
Chill,Artem Mankevich,Belarus,https://www.hltv.org/player/19812/chill
Chinits,Jose Ramon Paterno,Philippines,https://www.hltv.org/player/23874/chinits
chjna,Evelin Acuña,Argentina,https://www.hltv.org/player/19142/chjna
cHL,Nattapol Patnuch,Philippines,https://www.hltv.org/player/23855/chl
choiv7,Ivan Zivkovic,Serbia,https://www.hltv.org/player/20685/choiv7
Cholo,Giorgi Cholokava,Georgia,https://www.hltv.org/player/23657/cholo
CHOLO,Mana Abdulla Alblooshi,United Arab Emirates,https://www.hltv.org/player/23943/cholo
chop,Connor Sullivan,United States,https://www.hltv.org/player/19705/chop
chopper,Leonid Vishnyakov,Russia,https://www.hltv.org/player/7716/chopper
Chowdzz,Cecily Johnson,United States,https://www.hltv.org/player/23061/chowdzz
Chr1zN,Christoffer Storgaard,Denmark,https://www.hltv.org/player/21983/chr1zn
christo,Thomas Navales,Argentina,https://www.hltv.org/player/15687/christo
Chucky,Jordan Molnar,Belgium,https://www.hltv.org/player/22481/chucky
chudy,Kacper Tracki,Poland,https://www.hltv.org/player/24242/chudy
chujoi,Giorgi Koshadze,Georgia,https://www.hltv.org/player/21280/chujoi
chuzhongT,Ran Song,China,https://www.hltv.org/player/23595/chuzhongt
ChwE,Charles Whitehead,United States,https://www.hltv.org/player/17485/chwe
cinnamon,Maggie Elizabeth,United States,https://www.hltv.org/player/23531/cinnamon
Ciocardau,Daniel-Cătălin Purice,Romania,https://www.hltv.org/player/15573/ciocardau
cJ dA K1nG,Christopher Jones,United States,https://www.hltv.org/player/9571/cj-da-k1ng
cJe,Charlie Everitt,United Kingdom,https://www.hltv.org/player/24078/cje
Cjoffo,Andrej Šarac,Montenegro,https://www.hltv.org/player/21302/cjoffo
cKg,Caleb Griffin,United States,https://www.hltv.org/player/24237/ckg
ckzao,Cristopher Chalus,Brazil,https://www.hltv.org/player/19972/ckzao
Cl0uTz,Johannes Roer,Germany,https://www.hltv.org/player/24058/cl0utz
cl0ver,Brad Robinson,Australia,https://www.hltv.org/player/18351/cl0ver
Cl34v3rs,Marcel Klos,Germany,https://www.hltv.org/player/22484/cl34v3rs
CLASIA,Anthony Kearney,United States,https://www.hltv.org/player/19846/clasia
clax,Timur Sabirov,Russia,https://www.hltv.org/player/12004/clax
climax,Ju-Ho Meng,Korea,https://www.hltv.org/player/11468/climax
Cliqq,Niki Kinnunen,Finland,https://www.hltv.org/player/24121/cliqq
clon7,Victor Mackieviez,Brazil,https://www.hltv.org/player/22423/clon7
clouda,Piyush Kalwania,India,https://www.hltv.org/player/19563/clouda
clouden,Gereltod Jargal,Mongolia,https://www.hltv.org/player/18150/clouden
Cloudy,Marceline Myers,United States,https://www.hltv.org/player/24414/cloudy
CloudyHills,Ethan Reinhold,United States,https://www.hltv.org/player/24233/cloudyhills
clx,João Calixto,Brazil,https://www.hltv.org/player/23164/clx
clyd1e,Clyde Justine Marcelo,Philippines,https://www.hltv.org/player/23850/clyd1e
cmtry,Nikita Samolyotov,Ukraine,https://www.hltv.org/player/22674/cmtry
Coastal,Sean Thompson,United States,https://www.hltv.org/player/22158/coastal
cobra,Anarbileg Uuganbayar,Mongolia,https://www.hltv.org/player/23402/cobra
CoJoMo,Collin Moren,United States,https://www.hltv.org/player/20629/cojomo
coldizinha,Katharina Pedra,Brazil,https://www.hltv.org/player/22235/coldizinha
coldzera,Marcelo David,Brazil,https://www.hltv.org/player/9216/coldzera
coley,Cole Anderson,United States,https://www.hltv.org/player/23631/coley
colorzz,Enes Yıldıran,Turkey,https://www.hltv.org/player/20975/colorzz
comfy,William Ong,China,https://www.hltv.org/player/24001/comfy
Consp1racy,Willie van Graan,South Africa,https://www.hltv.org/player/11647/consp1racy
consss,Alvar Rämman,Estonia,https://www.hltv.org/player/18800/consss
constantinos,Constantinos Christoforatos,Australia,https://www.hltv.org/player/23627/constantinos
consti,Kevin Yi,United States,https://www.hltv.org/player/19177/consti
Consume,Milutin Jovanovic,Montenegro,https://www.hltv.org/player/22209/consume
controlez,Unudelger Baasanjargal,Mongolia,https://www.hltv.org/player/21398/controlez
cookie,Adam Cook,New Zealand,https://www.hltv.org/player/9144/cookie
cool4st,Sodbileg Batbaatar,Mongolia,https://www.hltv.org/player/19537/cool4st
CoolComs,Connor Barnes,United Kingdom,https://www.hltv.org/player/23410/coolcoms
coolio,András Fercsák,Hungary,https://www.hltv.org/player/14202/coolio
COOOOOOFFEE,Jevons Chen,China,https://www.hltv.org/player/23910/cooooooffee
Cooper,Austin Abadir,United States,https://www.hltv.org/player/15007/cooper
CooperTrooper,Mark Cooper,United States,https://www.hltv.org/player/20795/coopertrooper
coops,Cooper Taylor,Australia,https://www.hltv.org/player/23653/coops
Coppo,Joshua Coppo,Australia,https://www.hltv.org/player/24017/coppo
corn,Tommy Eckhart,United States,https://www.hltv.org/player/22137/corn
Cozen,Enkhjavkhlan Tuvshin,Mongolia,https://www.hltv.org/player/24512/cozen
cptkurtka023,Arseniy Derevinskiy,Ukraine,https://www.hltv.org/player/16147/cptkurtka023
Cr4zyCake,Maksim Trofimov,Uzbekistan,https://www.hltv.org/player/22642/cr4zycake
craigy,Craig-Zachary Salgado,Philippines,https://www.hltv.org/player/19628/craigy
CrasH,Aidan Ziersch,Australia,https://www.hltv.org/player/24323/crash
cray,Damon Smith,Australia,https://www.hltv.org/player/24150/cray
Crazy_Gamer,Hrishikesh Shenoy,India,https://www.hltv.org/player/21601/crazy-gamer
CrePoW,Milan Libbrecht,Belgium,https://www.hltv.org/player/20429/crepow
CreZe,Martin Bagala,Slovakia,https://www.hltv.org/player/18948/creze
croma,Ana Vitória,Brazil,https://www.hltv.org/player/23528/croma
cronuss,Kirill Savin,Russia,https://www.hltv.org/player/23770/cronuss
CRUC1AL,Joey Steusel,Netherlands,https://www.hltv.org/player/7996/cruc1al
cruly,Viktor Pávai,Hungary,https://www.hltv.org/player/20867/cruly
Crunchy,Ethan Laker,Australia,https://www.hltv.org/player/16564/crunchy
Cryptic,Matthew Whitmore,United States,https://www.hltv.org/player/15176/cryptic
Crypticly,Liam Marioth,Sweden,https://www.hltv.org/player/19936/crypticly
cryths,Rory Ursell,United Kingdom,https://www.hltv.org/player/20659/cryths
csJ,Connor Jones,Australia,https://www.hltv.org/player/24322/csj
CSO,Cauã Staimbach,Brazil,https://www.hltv.org/player/21762/cso
ct0m,Artem Maximov,Russia,https://www.hltv.org/player/22350/ct0m
CutzMeretz,Lucas Freitas,Brazil,https://www.hltv.org/player/18891/cutzmeretz
cxzi,Danny Strzelczyk,United States,https://www.hltv.org/player/17353/cxzi
cyber,Ahmet Akpınar,Turkey,https://www.hltv.org/player/20264/cyber
CycloneF,Vishwesh Waradkar,India,https://www.hltv.org/player/23324/cyclonef
cynic,David Polster,United States,https://www.hltv.org/player/16546/cynic
CYPHER,Cai Watson,United Kingdom,https://www.hltv.org/player/18571/cypher
cypress,Kevin Quib,United States,https://www.hltv.org/player/21555/cypress
Cyrix,McKinley Hollison,United States,https://www.hltv.org/player/19939/cyrix
D0cC,Shuaib Ahmad,Netherlands,https://www.hltv.org/player/18361/d0cc
d0dy,Amir Abidat,Algeria,https://www.hltv.org/player/21844/d0dy
d0jca,Dušan Dojčinović,Serbia,https://www.hltv.org/player/24287/d0jca
d0RREN,Mark Karachevtsev,Russia,https://www.hltv.org/player/23987/d0rren
d1aszz,Dias Kurmangaliev,Kazakhstan,https://www.hltv.org/player/23601/d1aszz
d1Ledez,Daniil Kustov,Russia,https://www.hltv.org/player/20357/d1ledez
d1maje,Tudor Aparaschivei,Romania,https://www.hltv.org/player/21117/d1maje
D1sastrouS,Aziz Itakhunov,Kazakhstan,https://www.hltv.org/player/21693/d1sastrous
d4rty,Matthew Paplawskas,United States,https://www.hltv.org/player/20564/d4rty
D7,Marta Asensio,Portugal,https://www.hltv.org/player/15831/d7
d9zz,Patrick Karasiewicz,Poland,https://www.hltv.org/player/20961/d9zz
Dabok,Romāns Evarsons,Latvia,https://www.hltv.org/player/24127/dabok
DacS,Dylan Chaffin,United States,https://www.hltv.org/player/22247/dacs
daddy,Chanon Jaidee,Thailand,https://www.hltv.org/player/23893/daddy
Dahq,Matteo Dahlquist,Sweden,https://www.hltv.org/player/22852/dahq
DaLi,Xianlin Zhang,China,https://www.hltv.org/player/23399/dali
DALIEN,Dávid Kalman,Slovakia,https://www.hltv.org/player/22276/dalien
damyo,Damon Portelli,Australia,https://www.hltv.org/player/19906/damyo
dan1,Daniel Gligorov,North Macedonia,https://www.hltv.org/player/18788/dan1
Dan4ck,Danil Smirnov,Russia,https://www.hltv.org/player/23837/dan4ck
dANCER,Artem Zakharov,Russia,https://www.hltv.org/player/23859/dancer
Danejoris,Keanu Reyes,United States,https://www.hltv.org/player/15052/danejoris
dangeR,Sharvesh Saravanan,Australia,https://www.hltv.org/player/12875/danger
DangerCat,Jyn Fairchild,United States,https://www.hltv.org/player/24413/dangercat
Dani,Daniele Cavallari,Brazil,https://www.hltv.org/player/23463/dani
DanielS,Daniel Schmidt,Uruguay,https://www.hltv.org/player/24447/daniels
danistzz,Danil Roslyakov,Russia,https://www.hltv.org/player/22039/danistzz
danoco,Daniel Morgado,Brazil,https://www.hltv.org/player/16814/danoco
danss,Dans Sils,Latvia,https://www.hltv.org/player/20418/danss
dantemoren,Liubomyr Koval,Ukraine,https://www.hltv.org/player/23163/dantemoren
DANVIET,Daniel Marques,Brazil,https://www.hltv.org/player/16775/danviet
daph,August Alvinger,Sweden,https://www.hltv.org/player/23743/daph
daps,Damian Steele,Canada,https://www.hltv.org/player/8521/daps
darber,Filip Böhm,Czech Republic,https://www.hltv.org/player/21465/darber
darchevile,Wojciech Klęba,Poland,https://www.hltv.org/player/20281/darchevile
dare,Derek Brown,United States,https://www.hltv.org/player/19710/dare
daria,Daria Anokhina,Ukraine,https://www.hltv.org/player/22970/daria
darien,Majski Botica,Croatia,https://www.hltv.org/player/15200/darien
dark,Oybek Yusupov,Uzbekistan,https://www.hltv.org/player/22637/dark
Darkas,Eimantas Gliaudys,Lithuania,https://www.hltv.org/player/23739/darkas
DarkHorse,Sicheng Liang,China,https://www.hltv.org/player/22005/darkhorse
darknesszz-,Evgeniy Boydunik,Ukraine,https://www.hltv.org/player/21066/darknesszz
darko,Kacper Ściera,Poland,https://www.hltv.org/player/11287/darko
datet,Kirill Turkov,Russia,https://www.hltv.org/player/22467/datet
datyx,Daniel Bureš,Czech Republic,https://www.hltv.org/player/23755/datyx
dav1deuS,David Tapia Maldonado,Chile,https://www.hltv.org/player/18865/dav1deus
dav1g,David Granado Bermudo,Spain,https://www.hltv.org/player/19509/dav1g
DavCost,Vadim Vasilyev,Russia,https://www.hltv.org/player/8124/davcost
Dave,David Tereshin,Russia,https://www.hltv.org/player/9177/dave
dAVE,David Karivalis,United States,https://www.hltv.org/player/19301/dave
DAVEN,Tim Schillat,Germany,https://www.hltv.org/player/20326/daven
Dawy,David Bibik,Ukraine,https://www.hltv.org/player/24282/dawy
day0s,Paul Niel,France,https://www.hltv.org/player/19224/day0s
DayMake,Roman Malyshev,Russia,https://www.hltv.org/player/24161/daymake
dcey,Fenglin Cai,China,https://www.hltv.org/player/22577/dcey
DD,Hui Wu,China,https://www.hltv.org/player/7026/dd
DDias,Diogo Dias,Portugal,https://www.hltv.org/player/20463/ddias
dea,Deni Ediev,Russia,https://www.hltv.org/player/20692/dea
deb0,Arlind Sadiku,Kosovo,https://www.hltv.org/player/20208/deb0
decenty,Lucas Bacelar,Brazil,https://www.hltv.org/player/20183/decenty
deco,Marcos Amato,Argentina,https://www.hltv.org/player/17039/deco
deemO,Iago Henrique,Brazil,https://www.hltv.org/player/22566/deemo
deeN,Denis Adamovich,Latvia,https://www.hltv.org/player/24349/deen
def1zer,Sanzhar Talgat,Kazakhstan,https://www.hltv.org/player/22537/def1zer
DEFAULTER,Ritesh Sarda,India,https://www.hltv.org/player/21602/defaulter
DeFFeN,Don-Sok Kim,Russia,https://www.hltv.org/player/24094/deffen
Defro,Defrim Sadiku,Kosovo,https://www.hltv.org/player/22196/defro
degster,Abdul Gasanov,Russia,https://www.hltv.org/player/17306/degster
deko,Denis Zhukov,Russia,https://www.hltv.org/player/20113/deko
dekz,Maksim Korolev,Russia,https://www.hltv.org/player/18318/dekz
delboNi,Felipe Delboni,Brazil,https://www.hltv.org/player/11213/delboni
delle,Jonathan Ahlstedt,Sweden,https://www.hltv.org/player/22060/delle
delus1onn,Evgeny Plottsov,Russia,https://www.hltv.org/player/21709/delus1onn
dem0n,Dmytro Myroshnychenko,Ukraine,https://www.hltv.org/player/20584/dem0n
demente,Danial Ismailov,Kazakhstan,https://www.hltv.org/player/23543/demente
Dementor,Arbnor Pacolli,Kosovo,https://www.hltv.org/player/19761/dementor
Demho,Patryk Tomaszewski,Poland,https://www.hltv.org/player/18070/demho
Demonos,Brunno Nóbrega,Brazil,https://www.hltv.org/player/13290/demonos
DemQQ,Sergiy Demchenko,Ukraine,https://www.hltv.org/player/19733/demqq
den1ed,Pishoy M.,United States,https://www.hltv.org/player/23674/den1ed
Dengzoe,Bertil Dengsø Vest Hansen,Denmark,https://www.hltv.org/player/22696/dengzoe
